type,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
RSM2169,0.14634146341463414,0,0,0,0,0.43902439024390244,0,0.2926829268292683,0,0,0,0,0,0,0,0.07317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78633512195122,12.292682926829269,2.073170731707317,38.0,8.195121951219512,1.55,0.6804878048780487,2.2199999999999998,2.6965853658536587,1.853658536585366,2.341463414634146,0.04878048780487805,0.0,0.4367816091954023,0.5517241379310345,0.011494252873563218,0.0
RSM2170,0.14634146341463414,0,0,0,0,0.43902439024390244,0,0.2926829268292683,0,0,0,0,0,0,0,0.07317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78633512195122,12.292682926829269,2.073170731707317,38.0,8.195121951219512,1.55,0.6804878048780487,2.2199999999999998,2.6965853658536587,1.853658536585366,2.341463414634146,0.04878048780487805,0.0,0.4367816091954023,0.5517241379310345,0.011494252873563218,0.0
RSM2175,0.14634146341463414,0,0,0,0,0.43902439024390244,0,0.2926829268292683,0,0,0,0,0,0,0,0.07317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.494845853658532,12.292682926829269,2.1219512195121952,66.0,9.560975609756097,1.5,0.6780487804878049,2.21,2.6970731707317075,1.853658536585366,2.341463414634146,0.0,0.5365853658536586,0.3917525773195877,0.4948453608247423,0.0,0.11340206185567012
RSM2176,0.3902439024390244,0,0,0,0,0.3170731707317073,0.04878048780487805,0.14634146341463414,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.926425951219512,9.21951219512195,1.7560975609756098,29.0,6.0,1.1,0.5536585365853658,1.79,2.5060975609756095,1.6097560975609757,1.5121951219512195,0.4878048780487805,0.0,0.44594594594594594,0.4189189189189189,0.13513513513513511,0.0
RSM2177,0.1951219512195122,0,0,0,0,0.43902439024390244,0,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04520780487805,11.829268292682928,2.024390243902439,46.0,8.609756097560975,1.35,0.648780487804878,1.51,2.696829268292683,1.7317073170731707,2.048780487804878,0.7317073170731707,0.0,0.3837837837837838,0.45405405405405413,0.16216216216216217,0.0
RSM2179,0.14634146341463414,0,0,0,0,0.43902439024390244,0,0.2926829268292683,0,0,0,0,0,0,0,0.07317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.120196097560974,12.292682926829269,2.1219512195121952,63.0,9.414634146341463,1.55,0.6804878048780487,2.24,2.6956097560975607,1.853658536585366,2.341463414634146,0.04878048780487805,0.34146341463414637,0.4042553191489362,0.5106382978723404,0.010638297872340427,0.07446808510638299
RSM2181,0.3902439024390244,0,0,0,0,0.2926829268292683,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.602825365853658,9.170731707317072,1.6585365853658536,29.0,4.926829268292683,1.1,0.5256097560975609,1.3900000000000001,2.534878048780488,1.6097560975609757,1.4634146341463414,0.24390243902439024,0.0,0.4852941176470589,0.4411764705882353,0.07352941176470588,0.0
RSM2182,0.3902439024390244,0,0,0,0,0.4878048780487805,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.056122804878047,8.902439024390244,1.6585365853658536,26.0,4.658536585365853,1.1,0.5353658536585366,1.1600000000000001,2.444878048780488,1.6097560975609757,1.2682926829268293,0.17073170731707318,0.0,0.528,0.416,0.056,0.0
RSM2183,0.3170731707317073,0,0,0,0,0.4146341463414634,0.14634146341463414,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.652046829268292,10.170731707317072,1.7560975609756098,47.0,5.780487804878049,1.3,0.5609756097560976,1.75,2.5765853658536586,1.6829268292682926,1.6585365853658536,0.24390243902439024,0.0,0.4693877551020408,0.4625850340136054,0.06802721088435373,0.0
RSM2184,0.24390243902439024,0,0,0,0,0.5365853658536586,0,0.1951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.554170731707318,11.170731707317072,1.829268292682927,47.0,6.195121951219512,1.3,0.5914634146341463,1.75,2.6173170731707316,1.7560975609756098,1.853658536585366,0.24390243902439024,0.0,0.4556962025316456,0.48101265822784817,0.06329113924050633,0.0
RSM2185,0.14634146341463414,0,0,0,0,0.36585365853658536,0.07317073170731707,0.24390243902439024,0,0,0.14634146341463414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.264737943414636,10.658536585365853,2.048780487804878,27.0,7.097560975609756,1.55,0.7829268292682925,2.51,2.4990243902439024,1.7073170731707317,1.9268292682926829,0.1951219512195122,0.0,0.445859872611465,0.5031847133757962,0.050955414012738856,0.0
RSM2186,0.32926829268292684,0,0,0,0,0.43902439024390244,0.14634146341463414,0.036585365853658534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10307048780488,9.74390243902439,1.7682926829268293,27.0,5.646341463414634,1.1,0.5725609756097562,1.53,2.5078048780487805,1.670731707317073,1.4634146341463414,0.3902439024390244,0.0,0.4740484429065744,0.41522491349480967,0.11072664359861592,0.0
RSM2188,0.14634146341463414,0,0,0,0,0.5121951219512195,0,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.31894731707317,12.146341463414634,2.0,38.0,7.463414634146342,1.55,0.6585365853658536,2.2199999999999998,2.694390243902439,1.853658536585366,2.1951219512195124,0.04878048780487805,0.0,0.4523809523809524,0.5357142857142857,0.011904761904761904,0.0
RSM2189,0.34146341463414637,0,0,0,0,0.4634146341463415,0.04878048780487805,0.12195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.139142926829269,9.804878048780488,1.7073170731707317,29.0,5.170731707317073,1.1,0.547560975609756,1.79,2.5409756097560976,1.6585365853658536,1.5609756097560976,0.24390243902439024,0.0,0.4788732394366197,0.4507042253521127,0.07042253521126761,0.0
RSM2191,0.2926829268292683,0,0,0,0,0.4878048780487805,0,0.17073170731707318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.074758048780486,10.439024390243903,1.8048780487804879,29.0,6.048780487804878,1.1,0.5829268292682926,1.79,2.555609756097561,1.7073170731707317,1.6585365853658536,0.4878048780487805,0.0,0.44303797468354433,0.43037974683544306,0.12658227848101267,0.0
RSM2193,0.3902439024390244,0,0,0,0,0.2926829268292683,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.749922926829267,9.170731707317072,1.6829268292682926,47.0,5.365853658536586,1.3,0.5304878048780488,1.35,2.535853658536585,1.6097560975609757,1.4634146341463414,0.24390243902439024,0.0,0.4852941176470589,0.4411764705882353,0.07352941176470588,0.0
RSM2194,0.2682926829268293,0,0,0,0,0.43902439024390244,0,0.24390243902439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12561048780488,10.658536585365853,1.829268292682927,24.0,6.073170731707317,1.15,0.5890243902439024,1.89,2.6243902439024387,1.7317073170731707,1.853658536585366,0.24390243902439024,0.0,0.45222929936305734,0.48407643312101917,0.06369426751592357,0.0
RSM2195,0.14634146341463414,0,0,0,0,0.43902439024390244,0,0.2926829268292683,0,0,0,0,0,0,0,0.07317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.376293658536586,12.292682926829269,2.1219512195121952,65.0,9.512195121951219,1.5,0.6780487804878049,2.2199999999999998,2.6965853658536587,1.853658536585366,2.341463414634146,0.0,0.4878048780487805,0.39583333333333337,0.5,0.0,0.10416666666666667
RSM2196,0.21951219512195122,0,0,0,0,0.5365853658536586,0.024390243902439025,0.1951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.929920975609756,11.536585365853659,1.853658536585366,48.0,6.365853658536586,1.3,0.6012195121951219,1.66,2.6399999999999997,1.7804878048780488,1.951219512195122,0.24390243902439024,0.0,0.44785276073619634,0.49079754601226994,0.06134969325153374,0.0
RSM2199,0.34146341463414637,0,0,0,0,0.4146341463414634,0,0.14634146341463414,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.491606341463413,9.804878048780488,1.853658536585366,46.0,7.073170731707317,1.35,0.5902439024390242,1.51,2.531951219512195,1.6097560975609757,1.6097560975609757,0.4878048780487805,0.0,0.4342105263157895,0.4342105263157895,0.13157894736842105,0.0
RSM2200,0.24390243902439024,0,0,0,0,0.5365853658536586,0,0.1951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.554170731707318,11.170731707317072,1.829268292682927,47.0,6.195121951219512,1.3,0.5914634146341463,1.75,2.6173170731707316,1.7560975609756098,1.853658536585366,0.24390243902439024,0.0,0.4556962025316456,0.48101265822784817,0.06329113924050633,0.0
RSM2201,0.3902439024390244,0,0,0,0,0.4634146341463415,0.07317073170731707,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2020106097561,8.975609756097562,1.6585365853658536,26.0,4.7317073170731705,1.1,0.5317073170731706,1.56,2.4763414634146343,1.6097560975609757,1.3414634146341464,0.17073170731707318,0.0,0.515625,0.4296875,0.0546875,0.0
RSM2202,0.3902439024390244,0,0,0,0,0.43902439024390244,0.04878048780487805,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.347898414634146,9.048780487804878,1.6585365853658536,26.0,4.804878048780488,1.1,0.5280487804878048,1.56,2.5078048780487805,1.6097560975609757,1.4146341463414633,0.17073170731707318,0.0,0.5038167938931297,0.4427480916030534,0.05343511450381679,0.0
RSM2203,0.43902439024390244,0,0,0,0,0.34146341463414637,0.0975609756097561,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.021051707317072,8.512195121951219,1.6097560975609757,28.0,4.658536585365853,1.1,0.5036585365853659,1.54,2.5151219512195118,1.5365853658536586,1.3658536585365855,0.24390243902439024,0.0,0.4883720930232558,0.43410852713178294,0.07751937984496124,0.0
RSM2204,0.2926829268292683,0,0,0,0,0.43902439024390244,0.14634146341463414,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72857756097561,10.463414634146341,1.7560975609756098,28.0,5.439024390243903,1.1,0.5670731707317073,1.54,2.5902439024390245,1.6829268292682926,1.7073170731707317,0.24390243902439024,0.0,0.4630872483221476,0.4697986577181208,0.06711409395973154,0.0
RSM2207,0.2727272727272727,0,0,0,0,0.6,0,0.10909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.989683636363635,10.472727272727273,1.8,62.0,5.890909090909091,1.6,0.5872727272727272,2.255,2.526818181818182,1.7272727272727273,1.6363636363636365,0.0,0.12727272727272726,0.4947916666666667,0.46875000000000006,0.0,0.03645833333333333
RSM2208,0.32727272727272727,0,0,0,0,0.509090909090909,0.07272727272727272,0.07272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.670507636363636,9.927272727272728,1.7272727272727273,47.0,5.345454545454546,1.3,0.5572727272727273,1.75,2.5201818181818183,1.6727272727272726,1.5272727272727273,0.18181818181818182,0.0,0.49462365591397844,0.4516129032258065,0.053763440860215055,0.0
RSM2210,0.2891566265060241,0,0,0,0,0.5060240963855421,0,0.1566265060240964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04819277108433735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.025929638554217,10.457831325301205,1.8072289156626506,29.0,6.024096385542169,1.1,0.5855421686746988,1.79,2.544819277108434,1.7108433734939759,1.6385542168674698,0.4819277108433735,0.0,0.4465408805031446,0.42767295597484273,0.12578616352201258,0.0
RSM2211,0.2891566265060241,0,0,0,0,0.5060240963855421,0.024096385542168676,0.14457831325301204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.38296578313253,10.481927710843374,1.783132530120482,29.0,5.734939759036145,1.1,0.577710843373494,1.79,2.5567469879518074,1.7108433734939759,1.6626506024096386,0.3614457831325301,0.0,0.45806451612903226,0.44516129032258067,0.09677419354838711,0.0
RSM2214,0.2891566265060241,0,0,0,0,0.2891566265060241,0,0.3614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096385542168676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.533606746987951,10.626506024096386,1.8795180722891567,61.0,7.493975903614458,1.6,0.5849397590361446,2.27,2.704698795180723,1.7108433734939759,2.0240963855421685,0.3614457831325301,0.14457831325301204,0.4034090909090909,0.4772727272727272,0.08522727272727272,0.03409090909090909
RSM2215,0.2891566265060241,0,0,0,0,0.2891566265060241,0,0.3614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096385542168676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.024576927710843,10.518072289156626,1.8795180722891567,56.0,7.265060240963855,1.7,0.5873493975903614,2.34,2.7113253012048197,1.7108433734939759,2.0240963855421685,0.27710843373493976,0.0,0.4264264264264264,0.5045045045045045,0.06906906906906907,0.0
RSM2218,0.26506024096385544,0,0,0,0,0.5060240963855421,0,0.1927710843373494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.414802590361447,10.686746987951807,1.8072289156626506,24.0,5.746987951807229,1.15,0.5867469879518071,1.89,2.5926506024096385,1.7349397590361446,1.783132530120482,0.18072289156626506,0.0,0.4690553745928339,0.4820846905537459,0.048859934853420196,0.0
RSM2219,0.30120481927710846,0,0,0,0,0.46987951807228917,0.03614457831325301,0.1686746987951807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096385542168676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12636313253012,10.19277108433735,1.7951807228915662,66.0,6.337349397590361,1.5,0.5710843373493976,2.21,2.580602409638554,1.6987951807228916,1.7228915662650603,0.0,0.26506024096385544,0.46078431372549017,0.4673202614379085,0.0,0.07189542483660132
RSM2222,0.24096385542168675,0,0,0,0,0.5301204819277109,0,0.1927710843373494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.757265060240965,11.180722891566266,1.8674698795180722,47.0,6.698795180722891,1.3,0.6030120481927711,1.75,2.606144578313253,1.7590361445783131,1.8313253012048192,0.3614457831325301,0.0,0.4451219512195122,0.46341463414634143,0.09146341463414634,0.0
RSM2223,0.2891566265060241,0,0,0,0,0.2891566265060241,0,0.3614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614457831325301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096385542168676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.67371156626506,10.590361445783133,1.8795180722891567,64.0,7.530120481927711,1.5,0.5825301204819276,2.23,2.714698795180723,1.6746987951807228,2.0240963855421685,0.3614457831325301,0.21686746987951808,0.39154929577464787,0.4732394366197183,0.08450704225352113,0.05070422535211268
