,structure,Density
10734,qmof-a7f87ce,3.14564
10735,qmof-2e121b8,2.02325
10736,qmof-72d2060,1.34814
10737,qmof-1dd0c97,1.2953
10738,qmof-b561e37,1.61576
10739,qmof-4687641,0.948587
10740,qmof-460d167,1.31793
10741,qmof-0dc0fe6,2.65415
10742,qmof-8465617,1.36457
10743,qmof-5dabe7d,2.63665
10744,qmof-8663e62,1.83101
10745,qmof-7972915,1.57914
10746,qmof-6b9f186,1.76723
10747,qmof-3a4eae0,2.04735
10748,qmof-b88a8fa,2.29833
10749,qmof-a9166ed,1.55726
10750,qmof-e2faba1,1.97916
10751,qmof-3d31da5,3.46081
10752,qmof-621f980,1.42911
10753,qmof-4def5e6,3.038
10754,qmof-ee77db8,1.67896
10755,qmof-6e89a67,1.98292
10756,qmof-dde499b,1.99956
10757,qmof-73f5b2a,1.98261
10758,qmof-6d7fe34,2.13732
10759,qmof-eeb61a6,1.7138
10760,qmof-23669af,2.03895
10761,qmof-9e59867,2.44083
10762,qmof-792f814,0.935419
10763,qmof-2b65e1f,0.805927
10764,qmof-9b3fce6,1.31482
10765,qmof-7503641,0.967786
10766,qmof-1e0b61c,1.02954
10767,qmof-75cd97a,1.49279
10768,qmof-4648c4d,2.05036
10769,qmof-85d3da9,1.63472
10770,qmof-33a3e83,2.10353
10771,qmof-a81b7c9,1.829
10772,qmof-845a215,1.78421
10773,qmof-1618ce0,1.48763
10774,qmof-fbac6ec,0.995448
10775,qmof-c27ca26,2.43195
10776,qmof-cf59d6c,2.29449
10777,qmof-cbdf67d,1.49224
10778,qmof-63c38bc,1.90474
10779,qmof-c8756ec,1.89869
10780,qmof-59df15e,1.66458
10781,qmof-708b292,2.1189
10782,qmof-3bd64b4,1.7724
10783,qmof-66dc50d,2.11833
10784,qmof-694fdb2,0.918907
10785,qmof-ce57f55,2.00809
10786,qmof-836d3b4,1.47534
10787,qmof-1220330,2.08261
10788,qmof-dc18263,1.6466
10789,qmof-ed28d7b,2.18885
10790,qmof-2186c5e,2.65241
10791,qmof-fb7e966,2.63043
10792,qmof-07ef212,1.79111
10793,qmof-ddfc64a,0.418784
10794,qmof-73097c7,1.0796
10795,qmof-089e2e8,0.724565
10796,qmof-f91eaa7,1.38322
10797,qmof-2c7948e,1.22629
10798,qmof-2b2292f,1.77692
10799,qmof-23596df,0.788305
10800,qmof-4050181,0.936212
10801,qmof-02c648a,2.22921
10802,qmof-4ec3895,1.64305
10803,qmof-b85094e,0.791597
10804,qmof-b8b1d35,2.73166
10805,qmof-59256e9,0.484396
10806,qmof-e10b73b,0.543794
10807,qmof-0b33bc0,2.94432
10808,qmof-bc7f882,2.40231
10809,qmof-e0ee68e,1.58415
10810,qmof-c27e251,0.727313
10811,qmof-e5c7eaf,1.99989
10812,qmof-89d52dd,1.68009
10813,qmof-f35365c,2.33246
10814,qmof-0908118,1.46426
10815,qmof-99746c8,0.883591
10816,qmof-681ecb3,2.18498
10817,qmof-632304d,2.09257
10818,qmof-a653a76,1.54904
10819,qmof-03814d4,1.57225
10820,qmof-a680360,2.15543
10821,qmof-045344d,2.36997
10822,qmof-75c9ad5,2.01297
10823,qmof-1c40391,2.25692
10824,qmof-1fbb566,0.806524
10825,qmof-33dfd57,2.10268
10826,qmof-c1bc002,1.02923
10827,qmof-784ef56,0.725944
10828,qmof-8104eb0,2.21812
10829,qmof-5b307ed,2.11007
10830,qmof-f5a8443,1.94881
10831,qmof-82276a2,1.42757
10832,qmof-0eafb2f,2.0041
10833,qmof-fcedb74,2.55741
10834,qmof-01a27aa,2.00611
10835,qmof-4943353,1.66213
10836,qmof-f91c67c,0.761778
10837,qmof-278bbd2,1.96084
10838,qmof-c7fdbb6,1.09666
10839,qmof-ef07e73,2.49189
10840,qmof-b4fc207,2.07902
10841,qmof-5cb65f0,1.73938
10842,qmof-37c4e53,1.11715
10843,qmof-a55c82c,1.87894
10844,qmof-95cbc22,0.659999
10845,qmof-391a076,2.70618
10846,qmof-de78dd0,1.67677
10847,qmof-deab150,1.69109
10848,qmof-8c0f5e2,2.94136
10849,qmof-9f99f89,2.30399
10850,qmof-acddbab,2.94547
10851,qmof-deb19b7,1.09403
10852,qmof-4d8929f,2.27213
10853,qmof-270723c,1.84854
10854,qmof-b4be939,1.19277
10855,qmof-a99aeba,1.64274
10856,qmof-faff604,1.65237
10857,qmof-f8b10e5,2.36824
10858,qmof-0516e18,1.57816
10859,qmof-a6c2dc0,1.90359
10860,qmof-6ab2c9d,1.64872
10861,qmof-bf2685f,1.78015
10862,qmof-0b835b0,2.23192
10863,qmof-7d144b5,2.09839
10864,qmof-2019dbf,1.929
10865,qmof-628fed6,1.61401
10866,qmof-b3bf417,1.55399
10867,qmof-3beea42,0.727572
10868,qmof-583d1af,2.43801
10869,qmof-fd9f0a1,2.36454
10870,qmof-68d2a22,1.98116
10871,qmof-9314df5,3.08226
10872,qmof-0867910,1.74441
10873,qmof-d5867c2,1.02196
10874,qmof-79bb52e,1.86208
10875,qmof-7541f7a,1.7538
10876,qmof-3348556,3.02526
10877,qmof-1009afb,0.956648
10878,qmof-6e3cb86,2.4568
10879,qmof-04881df,1.87963
10880,qmof-0936459,1.42168
10881,qmof-6a32398,1.61108
10882,qmof-bce77ec,1.59276
10883,qmof-82c1116,3.07766
10884,qmof-9911345,1.7513
10885,qmof-cbb0d2f,0.74483
10886,qmof-58a8aed,0.380098
10887,qmof-9d2522c,1.89793
10888,qmof-a633b21,1.57219
10889,qmof-c91b30c,0.334844
10890,qmof-026f191,0.442986
10891,qmof-3f1edc7,2.26078
10892,qmof-592c9e4,1.21691
10893,qmof-5ad4ee3,2.12215
10894,qmof-330556b,1.71358
10895,qmof-7daa675,0.452154
10896,qmof-104e204,0.386943
10897,qmof-6bda2bd,1.89609
10898,qmof-b82bfcb,1.65293
10899,qmof-44ccf24,1.06293
10900,qmof-f84b92c,2.23222
10901,qmof-7b06c57,2.46218
10902,qmof-1a11e28,1.17851
10903,qmof-efe0639,1.93281
10904,qmof-131f36e,2.25355
10905,qmof-7e9d037,1.5907
10906,qmof-63d90f9,2.50438
10907,qmof-07ff199,1.21247
10908,qmof-1acd4a1,0.737699
10909,qmof-f77c0e0,1.47481
10910,qmof-ecf7500,1.74088
10911,qmof-efec07a,0.348921
10912,qmof-3afdaa9,1.63911
10913,qmof-d8e2d5a,1.72835
10914,qmof-1212d08,1.81516
10915,qmof-9e15453,1.92317
10916,qmof-e07b521,3.41221
10917,qmof-37e791c,2.04228
10918,qmof-51a592d,0.947302
10919,qmof-e18b97d,2.71404
10920,qmof-e790c38,1.61801
10921,qmof-552976d,0.632229
10922,qmof-14c7a9e,1.80196
10923,qmof-be50f36,1.59171
10924,qmof-2754592,2.80396
10925,qmof-0434c87,1.47668
10926,qmof-5a40d68,2.20644
10927,qmof-8236b17,2.17352
10928,qmof-d33c8e0,1.76956
10929,qmof-1e0cc1b,1.51835
10930,qmof-7dbd529,1.19854
10931,qmof-00b509c,1.54407
10932,qmof-9cbb73b,0.570865
10933,qmof-dccc2e2,1.47089
10934,qmof-d4efb4b,1.52205
10935,qmof-7212f9b,1.68418
10936,qmof-d33c7fe,2.14494
10937,qmof-38494f2,1.66035
10938,qmof-624638b,1.61864
10939,qmof-92b3873,3.11681
10940,qmof-da85500,0.964854
10941,qmof-1379d15,1.57198
10942,qmof-15daa44,1.4775
10943,qmof-1f5009f,2.79156
10944,qmof-99602aa,1.94746
10945,qmof-411f796,1.57587
10946,qmof-3aea4c9,0.578064
10947,qmof-87eb0e6,2.21355
10948,qmof-12fff70,1.59582
10949,qmof-7249034,0.980944
10950,qmof-5859d0d,2.13995
10951,qmof-dd2c786,0.780965
10952,qmof-3c2c204,2.34674
10953,qmof-78d9001,0.871515
10954,qmof-d3845a9,0.651264
10955,qmof-c10e1fd,2.52526
10956,qmof-23a2940,2.06392
10957,qmof-a59ed25,1.47871
10958,qmof-318281a,1.36598
10959,qmof-59aae71,2.2555
10960,qmof-925845d,1.74513
10961,qmof-6383e37,2.39382
10962,qmof-214ca92,1.77406
10963,qmof-16a2c6d,0.461228
10964,qmof-3d83673,1.65412
10965,qmof-ece7ed8,1.97167
10966,qmof-38de43e,2.62366
10967,qmof-97ab01d,1.06592
10968,qmof-cd92ad7,1.05917
10969,qmof-4d614ec,0.731795
10970,qmof-4d203e9,3.00737
10971,qmof-c6f02b4,1.79627
10972,qmof-ce9191f,1.38515
10973,qmof-3d12eb1,1.72791
10974,qmof-e5b4fec,0.997989
10975,qmof-a17e0c8,1.21821
10976,qmof-e4d678d,1.2589
10977,qmof-0cf6fb4,1.79218
10978,qmof-748997e,2.01032
10979,qmof-6840970,1.87679
10980,qmof-087c398,2.19371
10981,qmof-d6b75cb,0.933112
10982,qmof-b05561e,2.39521
10983,qmof-a178a65,1.63801
10984,qmof-6cb4b06,1.59244
10985,qmof-af77375,1.89225
10986,qmof-9c038df,1.57765
10987,qmof-6e1baa1,2.19464
10988,qmof-324f46d,2.4483
10989,qmof-0ad5dc5,2.84922
10990,qmof-b181ab8,2.92694
10991,qmof-7101119,1.86418
10992,qmof-0f8af41,2.33084
10993,qmof-11a42ea,0.927718
10994,qmof-92d0491,0.47735
10995,qmof-a7b0d73,1.36804
10996,qmof-190ac36,2.60922
10997,qmof-fe766fb,1.85026
10998,qmof-52a4f76,1.44789
10999,qmof-685167e,0.655362
11000,qmof-f9b12ee,2.53944
11001,qmof-95786c6,1.55476
11002,qmof-b7ce55c,0.783285
11003,qmof-ad473d2,0.104081
11004,qmof-12df25d,1.90447
11005,qmof-947248f,2.6073
11006,qmof-20e5839,2.50675
11007,qmof-84773bf,1.15922
11008,qmof-22518e3,2.67318
11009,qmof-064a075,3.23822
11010,qmof-40b16c5,2.03462
11011,qmof-00c7bfb,2.07706
11012,qmof-4703baf,2.20403
11013,qmof-88f6b3e,0.740662
11014,qmof-d45bd61,0.343522
11015,qmof-195d002,1.85343
11016,qmof-a61cced,1.64489
11017,qmof-a560beb,1.97736
11018,qmof-7399317,1.51861
11019,qmof-7be7bdd,0.875177
11020,qmof-3983644,1.22047
11021,qmof-9fc4937,1.28501
11022,qmof-e4ec22b,1.72066
11023,qmof-480b093,1.7184
11024,qmof-7df2ad4,2.33597
11025,qmof-20ce0e3,2.30799
11026,qmof-839a32e,2.2977
11027,qmof-65e8107,1.34944
11028,qmof-9cdf88c,2.66096
11029,qmof-5e7e509,1.23329
11030,qmof-02c7dcc,1.67326
11031,qmof-e85b2e9,1.21299
11032,qmof-8333f8b,1.1209
11033,qmof-855f1a5,2.36016
11034,qmof-5ddf0cb,1.41514
11035,qmof-e260879,1.39349
11036,qmof-a41b944,1.41958
11037,qmof-76127a9,0.851305
11038,qmof-e2fcb15,1.75292
11039,qmof-e0d0d89,1.32925
11040,qmof-dd3c067,1.8176
11041,qmof-4efa4ac,1.46534
11042,qmof-58707d8,1.50459
11043,qmof-914ea4d,0.596185
11044,qmof-b1e4752,2.02791
11045,qmof-e8e4106,3.29449
11046,qmof-4ad12c3,1.72302
11047,qmof-fec1478,2.24464
11048,qmof-2452a0f,1.58309
11049,qmof-de67092,2.76184
11050,qmof-85f74c8,3.20697
11051,qmof-2a2a9c6,1.65918
11052,qmof-ddfec84,0.669575
11053,qmof-ee27add,1.02018
11054,qmof-733ea24,1.7485
11055,qmof-3d8172e,3.11358
11056,qmof-1daadd6,1.2191
11057,qmof-313a3a9,1.05856
11058,qmof-417cefc,1.51664
11059,qmof-8c0809c,1.11246
11060,qmof-0bae887,3.29644
11061,qmof-ce3d638,1.53515
11062,qmof-871db39,1.20442
11063,qmof-ca73b53,1.94595
11064,qmof-53400dc,1.66572
11065,qmof-35a16f0,1.84448
11066,qmof-6c6ec35,1.28309
11067,qmof-5019d12,2.47114
11068,qmof-4ede352,1.49878
11069,qmof-7b8ba4b,2.19042
11070,qmof-765548f,2.63673
11071,qmof-80d488f,2.40627
11072,qmof-0e116bf,1.53072
11073,qmof-fc193c1,1.10453
11074,qmof-648d493,1.87131
11075,qmof-8d3b23c,1.68716
11076,qmof-59b5fa6,1.55617
11077,qmof-09230cc,1.50311
11078,qmof-55cab56,2.079
11079,qmof-810b64d,1.22229
11080,qmof-9041b1f,1.81795
11081,qmof-6813206,2.02286
11082,qmof-a36f9a4,2.65778
11083,qmof-d3080f6,1.40724
11084,qmof-ba3fcc0,1.34535
11085,qmof-dad1ebc,2.13511
11086,qmof-f171323,1.8464
11087,qmof-09b285a,1.5481
11088,qmof-04b4379,1.25816
11089,qmof-25162af,1.89778
11090,qmof-5d39206,0.515398
11091,qmof-cd498a4,2.61208
11092,qmof-3b03b08,1.45447
11093,qmof-933d49a,1.78339
11094,qmof-236db9d,1.1052
11095,qmof-4a03983,1.48239
11096,qmof-4269ab3,1.87677
11097,qmof-34cda6e,1.75793
11098,qmof-a3be11a,0.722292
11099,qmof-5c0f1a7,2.2654
11100,qmof-a1f0e89,0.61571
11101,qmof-ff17c8e,2.46713
11102,qmof-6d82887,1.87693
11103,qmof-76c4851,1.45301
11104,qmof-c083e21,0.680763
11105,qmof-ecbc8f8,1.52693
11106,qmof-6b33ff9,1.76935
11107,qmof-11bd7e7,2.17423
11108,qmof-57495f6,1.4216
11109,qmof-58c470b,1.44453
11110,qmof-76e817e,0.651933
11111,qmof-c605c0a,1.19241
11112,qmof-7aa58f3,2.04402
11113,qmof-2c70e68,2.41433
11114,qmof-7212ecd,1.61147
11115,qmof-e628246,1.62533
11116,qmof-a2e49ee,1.95297
11117,qmof-6c1a7d6,1.7871
11118,qmof-f0b9b6a,2.69529
11119,qmof-cb6d9e0,4.60181
11120,qmof-9b79393,2.03685
11121,qmof-9f9f3a1,2.18718
11122,qmof-2f4eb2a,2.0698
11123,qmof-919ea19,1.83949
11124,qmof-fa30668,1.83826
11125,qmof-384cd6b,1.92752
11126,qmof-1b22f23,2.75321
11127,qmof-e7a1a72,2.08764
11128,qmof-10b2259,1.06145
11129,qmof-0ff04d9,2.10397
11130,qmof-9ffff52,1.43099
11131,qmof-58dac03,1.58175
11132,qmof-1e40cfc,1.37823
11133,qmof-cd42f10,1.7518
11134,qmof-52169d5,1.09153
11135,qmof-df18093,1.7657
11136,qmof-51eaa24,1.08093
11137,qmof-4e1a726,1.79927
11138,qmof-612faa4,2.78789
11139,qmof-cce97c8,0.32786
11140,qmof-ed18da1,2.16285
11141,qmof-f5c1f71,1.42555
11142,qmof-baa53f4,1.77994
11143,qmof-158f8fd,0.752787
11144,qmof-11bde68,1.65657
11145,qmof-ac1272b,1.61547
11146,qmof-02875e0,1.23473
11147,qmof-cc5bcaa,1.2066
11148,qmof-148f760,2.24375
11149,qmof-983bf79,2.86334
11150,qmof-fcceb2e,1.37032
11151,qmof-b66eff0,1.05775
11152,qmof-88780ef,0.534023
11153,qmof-a3c0179,0.416713
11154,qmof-0eaf3ad,0.538274
11155,qmof-1a88188,1.55824
11156,qmof-45f0e96,1.53653
11157,qmof-cff9a36,1.73242
11158,qmof-790e2d4,2.563
11159,qmof-121154f,2.27707
11160,qmof-1b01e7d,2.03116
11161,qmof-7d6715f,1.58247
11162,qmof-1275871,1.77788
11163,qmof-f391693,2.28485
11164,qmof-07bf8f2,2.34173
11165,qmof-2473511,0.340484
11166,qmof-fe8ea01,1.63714
11167,qmof-53b05c6,0.994162
11168,qmof-f755f31,2.06695
11169,qmof-8082407,2.47589
11170,qmof-038174d,2.39541
11171,qmof-835e4e4,1.98779
11172,qmof-6615630,1.59288
11173,qmof-8b50aa7,0.965665
11174,qmof-6031bc0,1.5042
11175,qmof-cf2c9b6,0.300549
11176,qmof-4187032,1.3481
11177,qmof-da093e6,3.18297
11178,qmof-4c96c0d,4.1812
11179,qmof-6a95fdb,2.44999
11180,qmof-49f5ae1,2.55757
11181,qmof-9203389,0.470659
11182,qmof-6f04f48,1.88159
11183,qmof-b147cb9,1.88558
11184,qmof-2e6cac6,1.54403
11185,qmof-12bffdb,0.702536
11186,qmof-b711bf6,1.33994
11187,qmof-d9c6d97,1.7438
11188,qmof-0a7a6ac,3.29639
11189,qmof-580676b,2.09521
11190,qmof-cb7bfe3,2.30026
11191,qmof-24c9b47,1.70104
11192,qmof-4625e3c,2.41592
11193,qmof-05bc1bd,1.28904
11194,qmof-af6bd63,1.82993
11195,qmof-7a605d8,3.28792
11196,qmof-0858cc1,1.43404
11197,qmof-2c5cf65,1.57053
11198,qmof-5f31ac2,1.85569
11199,qmof-2c0c22d,1.70118
11200,qmof-a14eac3,2.85794
11201,qmof-7efaea0,1.71329
11202,qmof-c1c5c57,1.50754
11203,qmof-de0737b,2.10952
11204,qmof-5c15ba0,2.38805
11205,qmof-7a6a1bc,0.888143
11206,qmof-8c5d5bd,1.4859
11207,qmof-8b03127,2.52353
11208,qmof-def2d98,1.88492
11209,qmof-a6dea53,1.84171
11210,qmof-2353005,0.707968
11211,qmof-a36eb96,1.21734
11212,qmof-b4bcee4,1.37853
11213,qmof-cc83b68,2.45538
11214,qmof-09376af,1.22146
11215,qmof-48d2956,1.36065
11216,qmof-d22e1ac,1.49252
11217,qmof-e0a1a1a,1.09332
11218,qmof-2d00fd3,2.68525
11219,qmof-c14baa5,1.51776
11220,qmof-f6ebd2b,1.68895
11221,qmof-4a41a68,0.17118
11222,qmof-9d51105,1.97818
11223,qmof-aa9688f,1.98434
11224,qmof-1b80432,2.99641
11225,qmof-53f0808,1.55139
11226,qmof-fe36449,1.76844
11227,qmof-077d8d1,1.79547
11228,qmof-0125ba9,1.52652
11229,qmof-918da97,1.97967
11230,qmof-33ecd67,1.76968
11231,qmof-40eaaed,0.709125
11232,qmof-213c3a1,0.709362
11233,qmof-1f58054,0.90017
11234,qmof-ab96019,0.583294
11235,qmof-8cdd2eb,1.65999
11236,qmof-0d50e07,0.932564
11237,qmof-759df97,1.57939
11238,qmof-167de54,1.46603
11239,qmof-78f271f,1.85423
11240,qmof-b7ca6ca,3.4803
11241,qmof-775dcac,1.39575
11242,qmof-5e49283,0.60263
11243,qmof-c706859,1.67915
11244,qmof-0a5acd7,1.77881
11245,qmof-ef677d6,2.0514
11246,qmof-56adeb8,3.50096
11247,qmof-163a5ea,0.902364
11248,qmof-7bc0eec,1.87446
11249,qmof-6f7fdde,1.16231
11250,qmof-c14236d,1.47928
11251,qmof-146d007,1.53695
11252,qmof-402d546,2.07517
11253,qmof-71d98f1,1.64987
11254,qmof-5e02b87,0.843462
11255,qmof-a412d83,1.85487
11256,qmof-71d2ae5,0.358973
11257,qmof-f81a30b,0.337573
11258,qmof-3367507,1.98626
11259,qmof-c0dbd72,2.09661
11260,qmof-bde286b,0.271998
11261,qmof-bd93f70,1.52312
11262,qmof-2f13274,0.601045
11263,qmof-a8abb47,1.80157
11264,qmof-a13712f,2.29293
11265,qmof-aaacd70,2.24769
11266,qmof-9cc2146,1.47663
11267,qmof-5a1b056,1.95329
11268,qmof-def59b5,1.3885
11269,qmof-b1e5ed5,1.32867
11270,qmof-9a21157,1.39589
11271,qmof-a4fb40a,0.337152
11272,qmof-fa73234,1.62025
11273,qmof-2827567,2.35378
11274,qmof-ed9f93b,1.29612
11275,qmof-bf12e76,2.8918
11276,qmof-22cc2ed,1.31442
11277,qmof-a2e5c9f,2.42583
11278,qmof-535c7b9,1.53157
11279,qmof-59c1dc0,1.46083
11280,qmof-d5ed185,1.46889
11281,qmof-855c443,1.31233
11282,qmof-d752b66,2.01443
11283,qmof-170e722,3.15462
11284,qmof-991aa32,1.99517
11285,qmof-45386d3,2.19082
11286,qmof-2ba9693,1.7586
11287,qmof-dec91f5,1.88655
11288,qmof-e927672,0.376398
11289,qmof-02fae60,1.50845
11290,qmof-306aa03,1.26607
11291,qmof-288d36e,1.65414
11292,qmof-9f43508,3.10644
11293,qmof-a94a47b,1.77606
11294,qmof-8a18b5d,0.67849
11295,qmof-44364c4,1.69864
11296,qmof-768f9e8,2.58188
11297,qmof-19f07bd,0.373319
11298,qmof-85f4639,1.26026
11299,qmof-08ea2da,1.83407
11300,qmof-84c7abb,2.06051
11301,qmof-1192393,2.70971
11302,qmof-ba5cb75,2.30105
11303,qmof-28f0c4f,1.68907
11304,qmof-52b3d57,2.64125
11305,qmof-ee96c92,2.27601
11306,qmof-999d9d0,2.6684
11307,qmof-4188071,2.00238
11308,qmof-efc4e1c,1.4551
11309,qmof-6ba3702,1.02217
11310,qmof-8dc568d,2.28881
11311,qmof-0172c2a,1.68522
11312,qmof-8fc0c9f,1.31028
11313,qmof-0b0dbff,1.55581
11314,qmof-3317db7,1.8325
11315,qmof-9d5ce83,1.29655
11316,qmof-d4aace5,1.69962
11317,qmof-fc2015a,1.81668
11318,qmof-c2a0d63,1.27602
11319,qmof-ad87731,1.62531
11320,qmof-28498f0,1.02327
11321,qmof-1fbe7ca,1.7971
11322,qmof-8fa9c85,1.66283
11323,qmof-dd67326,1.41592
11324,qmof-3e4c924,2.47455
11325,qmof-f9117e4,2.18045
11326,qmof-0894f45,1.61338
11327,qmof-4e27741,2.85469
11328,qmof-e18a048,2.04029
11329,qmof-27bbb6a,3.74434
11330,qmof-6610b05,3.66524
11331,qmof-bc7d7a5,0.463619
11332,qmof-2aaaa2a,0.895263
11333,qmof-c483cae,1.84808
11334,qmof-91af4b8,0.780519
11335,qmof-f6990bf,2.13293
11336,qmof-fa84185,2.08881
11337,qmof-e45b793,1.51669
11338,qmof-8d4ca90,1.44863
11339,qmof-0dcbcaa,2.08591
11340,qmof-ea62707,1.44128
11341,qmof-17962ea,0.794428
11342,qmof-5efd25c,1.69696
11343,qmof-efe570d,2.11679
11344,qmof-69c4e7d,2.7238
11345,qmof-abb7a68,1.50878
11346,qmof-d7d047e,1.00122
11347,qmof-d8e9e49,0.368253
11348,qmof-35152b7,1.61136
11349,qmof-d95cdc9,1.43809
11350,qmof-05b0858,1.52263
11351,qmof-26f482f,1.26169
11352,qmof-0ab5c05,1.27886
11353,qmof-2c4892a,1.4598
11354,qmof-e7b4875,0.575132
11355,qmof-96a7437,1.02988
11356,qmof-e471501,0.891042
11357,qmof-69a8a24,2.85227
11358,qmof-944634c,2.18379
11359,qmof-67b2819,1.70668
11360,qmof-8dcabcf,1.27974
11361,qmof-c223d4f,1.14865
11362,qmof-8d604e0,1.38728
11363,qmof-66c5af5,2.15644
11364,qmof-9b0abc5,1.7694
11365,qmof-3573de2,1.38671
11366,qmof-00ecdfa,1.97375
11367,qmof-0a8f2d8,2.66859
11368,qmof-4268462,0.501349
11369,qmof-ba3ef1c,1.95831
11370,qmof-522809d,1.50691
11371,qmof-1a74b10,0.761636
11372,qmof-80aae80,1.73524
11373,qmof-628ac43,0.747028
11374,qmof-5c99aeb,1.60364
11375,qmof-b127925,1.28138
11376,qmof-b7bdebd,1.62322
11377,qmof-c5d164d,1.84639
11378,qmof-d3ade47,0.657631
11379,qmof-09865e1,1.85578
11380,qmof-f58091b,1.94093
11381,qmof-4b23a6b,1.70863
11382,qmof-fb361ae,1.81834
11383,qmof-9902b33,1.59661
11384,qmof-d34fc02,3.34168
11385,qmof-fc7ce55,1.11035
11386,qmof-d7b34d4,0.854495
11387,qmof-f2e148d,2.84213
11388,qmof-9f43bb6,1.74637
11389,qmof-acaab75,1.61553
11390,qmof-3c1d573,0.741855
11391,qmof-c95a6c5,1.87487
11392,qmof-a6dc226,1.70091
11393,qmof-0c21f93,1.8219
11394,qmof-1f74dfd,1.7479
11395,qmof-ff970f0,0.463208
11396,qmof-ad9bb85,1.41939
11397,qmof-170efc8,1.8653
11398,qmof-b3f9c40,1.7856
11399,qmof-8746f65,1.6811
11400,qmof-5ad197c,2.37714
11401,qmof-1086d95,2.19017
11402,qmof-ccef97a,2.30878
11403,qmof-c95bdf0,0.874794
11404,qmof-ddd0056,1.53946
11405,qmof-cbc7be9,1.23837
11406,qmof-4e3cb70,2.01599
11407,qmof-d94dea9,1.46179
11408,qmof-377f492,1.72699
11409,qmof-8a963fe,1.70405
11410,qmof-88c8be3,2.05136
11411,qmof-221d349,1.51448
11412,qmof-fe209a3,3.26766
11413,qmof-2370a00,2.9624
11414,qmof-8ed9887,2.53692
11415,qmof-a556c09,2.10533
11416,qmof-68e2724,2.47104
11417,qmof-ebba8f4,1.58243
11418,qmof-bedf07c,1.37617
11419,qmof-5d155f8,2.49249
11420,qmof-22fb57d,1.58342
11421,qmof-18c2abc,2.35139
11422,qmof-8072339,1.64688
11423,qmof-b52b28a,1.89095
11424,qmof-6203b43,2.06883
11425,qmof-26fbb22,1.00615
11426,qmof-02d6206,1.72717
11427,qmof-8e29d5d,2.08079
11428,qmof-da144a7,1.58711
11429,qmof-e5eed6a,1.09779
11430,qmof-34577d3,2.34319
11431,qmof-ffa7d7a,1.61615
11432,qmof-4972f5c,1.57509
11433,qmof-6318e01,2.45187
11434,qmof-ec02694,2.4421
11435,qmof-508b13f,1.52053
11436,qmof-bd5ae88,2.58302
11437,qmof-84455bc,1.54968
11438,qmof-3c1695e,0.893549
11439,qmof-357add0,1.95369
11440,qmof-154e6f7,1.52897
11441,qmof-0bf1c5d,1.81844
11442,qmof-3b7ce0b,2.40472
11443,qmof-a884796,0.763393
11444,qmof-33c6e83,0.371225
11445,qmof-15486a3,1.6975
11446,qmof-2cc1b33,0.686654
11447,qmof-7cd7343,0.4862
11448,qmof-99ff93a,1.64591
11449,qmof-b847004,1.62007
11450,qmof-d798ea0,1.80247
11451,qmof-173a8d7,1.83304
11452,qmof-180a643,1.50901
11453,qmof-cae97a0,1.48186
11454,qmof-90e8464,2.47531
11455,qmof-acecbb7,0.979885
11456,qmof-d286c59,2.88541
11457,qmof-4d20956,2.15856
11458,qmof-b2bccba,1.66967
11459,qmof-2d84c77,1.16094
11460,qmof-ed77021,0.626398
11461,qmof-1f1fa29,1.60465
11462,qmof-945824a,0.704022
11463,qmof-3b54739,1.14906
11464,qmof-6fbe47e,1.7427
11465,qmof-0beae43,2.19405
11466,qmof-96dbdd3,2.05278
11467,qmof-d8acb74,1.45564
11468,qmof-7af31f9,2.70708
11469,qmof-08a6002,1.04827
11470,qmof-0b54781,2.08677
11471,qmof-3366fb1,0.470351
11472,qmof-0de3389,1.15986
11473,qmof-7b530d7,1.8201
11474,qmof-92cdfe5,1.17945
11475,qmof-96b13a0,1.72548
11476,qmof-f6e88bc,2.888
11477,qmof-d2c331d,1.09274
11478,qmof-9706669,1.83785
11479,qmof-7714b19,1.78367
11480,qmof-1e5e473,1.46554
11481,qmof-c4d5761,1.82011
11482,qmof-20020d6,1.82
11483,qmof-68edf8e,0.6986
11484,qmof-938679b,1.56999
11485,qmof-1f8e39f,1.75034
11486,qmof-28c91b7,1.86308
11487,qmof-00e35a0,2.19113
11488,qmof-93444eb,1.43299
11489,qmof-849d7dc,1.64958
11490,qmof-14525b3,2.07322
11491,qmof-afada67,1.50581
11492,qmof-304d957,0.502382
11493,qmof-c736fe1,1.82767
11494,qmof-a579bcf,2.01203
11495,qmof-15bcb48,1.89884
11496,qmof-73a5875,2.2407
11497,qmof-e118da8,1.90956
11498,qmof-e778e22,1.555
11499,qmof-98b30ec,0.554653
11500,qmof-99f4447,1.49438
11501,qmof-1e42cc3,2.75425
11502,qmof-f43e45a,0.556271
11503,qmof-c8f0292,1.60211
11504,qmof-1f6f7e3,1.25723
11505,qmof-070d551,0.870227
11506,qmof-b94b0e1,2.04353
11507,qmof-e9eb4e9,1.41695
11508,qmof-f85e53b,0.445523
11509,qmof-0470d6b,3.4599
11510,qmof-c947dd6,2.06329
11511,qmof-7556fd5,2.35614
11512,qmof-587db4e,1.96808
11513,qmof-c2e7f00,1.79365
11514,qmof-2b9c0b8,2.12016
11515,qmof-e230445,0.454806
11516,qmof-c094bf3,2.27806
11517,qmof-2e3e817,1.61206
11518,qmof-7809ccb,1.14807
11519,qmof-05305ab,1.5392
